"text","class"
"    pembayaran tp status msh menunggu pembayaran gmn min ","Negative"
"  ditunggu x jam  status   berubah  menunggu pembayaran    ","Negative"
" btw  dah narik  kemaren sore   ya transfernya yg  cepet banget  langsung  ","Negative"
"halo adain  diproduk digital top up  tu yg minat  topup dpt cashback  batas pembayaran jam   jam dapet konfirmasi kalo dibatalkan ya ","Negative"
" mohon bantuannya utk pengembalian dana yg sdh  transfer manual  rek toped   pembelian  krn salah transfer nomor rekening   no tlp cs tks","Negative"
"   transaksi gagal  dana blm masuk tokocash   notif dana   kembalikan  tokocash  ya ","Negative"
" halo sy  bayar bpjs  transfer mandiri  ga  ya makasih","Negative"
"  kecewa  transaksi penjualan   batalkan  tokopedia uangnya  kembalikan  pembeli  sampe    blok  pembeli uang  barang  melayang ","Negative"
" hello tokopedia  mengganti nomor telfon  mengaktifkan ovo   saldo tokocash   hilang   pindah  saldo ovo ","Negative"
" iya  send dm nomor telpon  ","Negative"
" min     ya   kalo  kirim paket  pos indonesia  j t  ga update statusnya menunggu status pengiriman kurir  ditrack resinya udah terkirim   was  kirim x rugi ongkir tau","Negative"
"     pny   tokocash min pdhl uda   uda  ovo   eror smua  cma  aja jd serem tuh screenshot  lampirkan ","Negative"
" cashback yg  sy terima   ovo points ya ","Negative"
"   aktifin ovo gabisa  diaplikasi versi  udah  keterangan ovonya  error    diaktifkan  update aplikasinya tetep error   uninstall trus install  aplikasi eh  ga  keterangan ovonya   tokocash aja","Negative"
" halo   aktivasi tokocash  ovo   kesalahan mulu hadeh kalo   migrasi  ovo  sok sok an publish info nya  idih ","Negative"
" hai tokped sy  kirim dm terkait kesalahan transfer mohon dibantu  penyelesaiannya terimakasih","Negative"
" halo saldo ovo  terpotong  transaksinya     pas  bayar sisanya pakai klikbca transaksi gagal  kendala  server  gak  nomor transaksi   cuman saldo ovo ovo points yg kepotong duitny  dikembaliin ga ","Negative"
" kak  kode pengganti topedcc      dikirim ","Negative"
" tolong   ya    gagal   mengkhawatirkan    tau  trx  ","Negative"
" min mohon bantu solusinya gimana  pesanan   pesanan    penjualnya salah tulis alamat  barangnya   kembalinkan  kurir  pengirim  dana  transaksi  bia  kembalikan  no invnya ","Negative"
" saldo tokocash   jdi menghilang  aktivasi ovo ","Negative"
"  diaku blom  ovo","Negative"
" biaya layanan  cc  ditagihkan       min makasi","Negative"
"  bedanya angka yg   sm yg    tuh bs dipake utk payment belanja kah  ","Negative"
"hay kak mohon bantuannya  kn toko   menerima subsidi knp digabung  toko   pure uang pribadi   jg  paham    tolong dibantu   kak tolong kak  butuh uang   sekolah anak  ","Negative"
"kak alvin mohon bantuannya  kn toko   menerima subsidi knp digabung  toko   pure uang pribadi   jg  paham    tolong dibantu   kak tolong kak  butuh uang   sekolah anak  ","Negative"
" min   membatalkan aktivasi ovo  toped gimana  ","Negative"
" min  nanya nih   kmrn blm  ya kalo  sy udh  pembayaran tp orderan sy dicancel  seller  sy  cancel ntar dana sy  masuk   ovo cash  ovo points  jgn masuk  hati mimin aja eeaaaaaaakk","Negative"
" ovo sy   ya blm aktivasi  error  riwayat transaksinya juli juli ","Negative"
" halo   transaksi nomor   pembayarannya  dibalikkan  cc     blm  koreksi transaksinya  informasi prosesnya ","Negative"
"    pembayaran pembelian pakai cc verifikasinya gantung  akhirnua dikembalikan dananya    penyelesaian pembayaran   gantung ya mohon infonya ","Negative"
" hi min  lg  aplod barang trs pas  isi keterangan etalase gabisa   ketik search  save  gabisa   gabisa lengkapin info  gagal aplod produk ","Negative"
" habis bayar tiket  notif nya  liat  apps kosong ","Negative"
"   modus penipuan  toko online     aja yg ketipu  kali percobaan penipuan   aja yg kena  hati ","Negative"
"   refund  masuk  ovo cash  tergantung applikasi tokopedia   membedakan tokocash refund  tokocash cashback ","Negative"
" malam admin berhubung tokocash  ganti denga ovo   menonaktifkan fitur auto sweep  reksadana thankyouuu","Negative"
"   isi pulsa senilai rb  keisi kenomor yg salah   terdaftar   transaksi sukses  nomor bulum terdaftar nomor invoice ivr xviii xi ","Negative"
"gil  verifikasi email aja  banget lelet parah ","Negative"
" aplikasi   gak  menu ovo   update terbaru ","Negative"
"min  kaya  sih disuruh aktivasi ovo  ng  notifikasi nya   yg  sms   no hp  kaya gini aktivasi gagal  cape deh  gw tutup aja deh akun gw bikin kesal aj deh  aj ganti  ovo cash","Negative"
" iya  dibatalkan tolong ya makasih","Negative"
" pembayaran transaksi sya   masuk ya   banknya  kepotong saldonya ","Negative"
" nomor invoicenya ","Negative"
"  true  ya   ovo ","Negative"
"   promo  kasih saran   dicektolong dicek donk script programnyakemarin  lancarsekarang trouble","Negative"
" tolong dibalas komplainan    menunggu jam  menunggu respon dr tokopedia  pembelian ","Negative"
" driver       pembatalan orderan","Negative"
" nomor resi barang    ngestuck  driver mengambil orderan  penjual    batalin  ","Negative"
"   transaksi  potensial cashback rb      cashback ya ","Negative"
" min barangnya  dikirim  jne ya    ganti alamat  yg dibicarakan   salah seller sy kirim sesuai alamat  detail pembelian  dikirim  ubah alamat ya ga bs  min","Negative"
"min knp  orderan   notif  kterangnnya sdh  tp blm  terima barangny     setan sj gaib tdk trlihat bs tdk  tatar lg cabangan nya yg  daerah nih resinya ","Negative"
"tokopediacare ekkyoskii hai kak ekky   alvin  merespons kendala kakak  dm yuk cek dm kakak thanks","Negative"
"tokopediacare paulinm maaf  ketidaknyamanannya ya kak paulin jenny lanjutkan   transaksi  cashback  benefit promo  diteruskan   transaksi   mendeteksi  pelanggaran syarat  ketentuan promo   k","Negative"
"tokopediacare ahadiimanu iya kak    ciko sarankan  ditunggu     penjual   batas   konfirmasi pengiriman  maksimal jam   sabtu minggu   libur  pembayaran diverifikasi trims","Negative"
"  ganti nomor hp  langsung aktivasi ovo ngaruh gak kak  masuk  ovo ","Negative"
" selamat malam admin     kalo  transaksi dapet notif via whatsapp     sms ya   yg salah pencet hehe mohon dibantu yaa   fun  whatsapp terima kasih ","Negative"
" klo  menekan komplen    kasih    diskusi  barang ku  pre order  yg dikirim cmn nota nya aja","Negative"
" halo min   tolong   order barang  salah  seller  barang   ready stock  pembayaran  diverif toped   diproses seller  pembelian  dicancel  dana nya     ","Negative"
"   komplain   barang yg  beli rusak     ketik   disubmit ya terlampir screenshotnya ","Negative"
" kak transaksi   berhasilnya yah sdh lbh dr  klo gagal sy  bayar dtmpt  ","Negative"
"  kalo cash back    bayar  masuk  poin ga  belanja rugi deh","Negative"
" mohon bantuannya pagi  akun tokopedia dibobol org sy tdk  transaksi pembelian apapun  tokopedia  barusan sy mendapati   tlh  transaksi pembelian pulsa xl ribu alhasil saldo ovo cash point sy hilang   ","Negative"
" parah  kerjanya","Negative"
"    gak  pilihan  ovo gituah  ovo cash  sistem    gabisa dipake pas  pesen tiket kereta  muncul tokocash trs  kepotong harganya ","Negative"
" alamaaaaaat pesanan temanku  gagal kasian temanku g jd dpt cashback","Negative"
"   dm  masuk bang bsa tolong dicek  ","Negative"
"  ngak  tombol altivasi ovo ya  akun ","Negative"
" ok  masuk  saldo ovo thanks ilihan  ovo gituah  ovo cash  sistem    gabisa dipake pas  pesen tiket kereta  muncul tokocash trs  kepotong harganya ","Negative"
" halahhhhh  alesan licik","Negative"
" woyyy manaaaa  malu ya ngga      motong dana hak penjual baca  yg benerrrrr giliran udah gini tokped cuek bangeeet ","Negative"
" dihhh balikin duit segitu aja     kesalahan   tokped kecewa gereget  admin nya","Negative"
"  buka apps  notif  tokocash    dipakai  ganti pakai ovo trus saldo tokocash lari kemana ya   aktifkan ovo   saldo ovo doang ","Negative"
" perasaan urusan ama toped gak kelar   salah satunya      tarik dana  keuntunganmu ya toppers tokopediacare komiktoped ","Negative"
" udah ki kirimkan  pagi yg kekurangan paketnya  jne reg coba dicek  dm n dibayarkan donk uang   modal beli barang lg thx","Negative"
" udah hilang invoice  so sy  beli pulsa ulang n  contohnya sy  bela in pergi  atm tuk bayaran  beli pulsa repot bener ","Negative"
"  responnya  min ","Negative"
"  dm nya gak ","Negative"
"   bayar tagihan listrik pakai voucher plnpasti   cashback   ga masuk  tokocash ya ","Negative"
" min   membatalkan transaksi tpi ko ga uang  ga masuk  toko cash ","Negative"
" oke sy mmg hnya  lakai salah kode promo sj trims","Negative"
" min   beli pulsa  tokped pembayaran via briva   pilihanya gak  ya  kebijakan  tokped menghilangkan pmbayaran via briva ","Negative"
" barusan  paket  j t    pembayaran  tolak     masuk  ongkos kirim baring dibawa     beresin  ","Negative"
" min tokopedia gangguan kah  update  mw instal ga  ","Negative"
" cek  nomor transaksi   order pakai kurir jne reg tp  yg  pakai  penjual gk kurir jne reg      konfirmasi    ","Negative"
" halo admin    mengatur tokocash   ovo   langkah  dibatalkan ","Negative"
" min  udah delivered  kelar   gak  konfirm selesai diterima ya ","Negative"
"   topup saldo  saldonya  muncul  penyelesaiannya susah  menghubungi customer servicenya tokopedia ","Negative"
" min sya  aktifkan ovo  saldo tokocash sya hilang mlah tertimpa saldo ovo sya ","Negative"
"dear   dgn toped pembayaran  berhasil dana dikembalikan  berselang  smtr jatuh tempo sdh sgt mepet  ny  berhasil    toped   terima kasih ","Negative"
"  tokonya  lelah letih lesu bro","Negative"
" salah alamatsebelum nya  beli voucher  fitur deals   ga  yg   dapet cashback jd ga   kupon ga berlaku difitur voucher tp gpp terima kasih tokopedia g sy ya ","Negative"
"duh  banget responnya ","Negative"
" min barusan   tarik saldo  rekeningnya  salah banknya  bank mandiri tp  milihnya bank syariah mandiri","Negative"
" kak   pake ovo sisa saldo  toko cash  hangus kah ","Negative"
"   promo cashback  mengecewakan  nominal   mendadak cashback  bentuk ovopoints   ovocash   pemberitahuan  halaman checkout  tertulis potensi cashback nyesel beli  toped ","Negative"
"  nomor invoice   batal otomatis by sistem barang  dikirim dana   ","Negative"
"  pesanan  bayar  kurir  rb   saldo    potong rb    tokopedia via chat facebook  ongkos kirim  bebankan  pemebli     potong saldo  ","Negative"
"cashback deals  pas  coba   ","Negative"
" paket   jne yes  no   ga  update an  dimana  ekspedisi sebelah rajin  update progress pengirimannya ","Negative"
" hr ni  lo bayar kartu kredit cashbacknya ga masuk trs nti smpe  h eror payah  kena denda sy ","Negative"
" min topup via kena biaya admin bank  terima kasih ","Negative"
" invoice no phk o hit pu cashback nya  belom masuk yaa min ","Negative"
" min orderan sy tolong dicek   seller masukin resi bodong deh krn sdh  statusnya menunggu status  kurirsy order  tgl sampe skrg tgl gak sampe tolong bgt min ","Negative"
"  saldo ovo  blm bertambah hasil  transfer tokocash ","Negative"
"   saldo toped  uang   aktivasi ovo uangnya  hilang ya  tinggal uang yg   ovo uang saldo toped  kemana ","Negative"
" sy kecewa  ovo points     membeli reksa dana pdhl cashback masuknya  ovo points tolong     memperbolehkan membeli rkesa dana  ovo points","Negative"
" voucher toko  setting jam   gak aktif otomatis mhn cek  voucher komunitas herbal shop sy buyer menunggu tokped gak  respon","Negative"
"  udah  x   dibatalin buruan  proses min ","Negative"
"halo inv ivr xviii xi  diajukan bantuan    response jg ya   email  bni credit card  transaksi diproses x ","Negative"
"transaksi digital  gagal  dana refund  diterima tdk  layanan via call  komplan  jgn  promosi aja giliran transaksi  gagal  susah utk dihub ","Negative"
" min    no ovo tokocash    nomor  dipakai  akun ","Negative"
" selamat malam    membatalkan transaksi   nomor invoice   kesalahan metode pembayaran terima kasih","Negative"
" penggantian profil tokocash tolong  gantikan no id nama  hanum arrosida diganti dgn albert sudaryanto email  bosgentongs shop com diganti dgn albert success com data  dganti   tersinkron dgn ovo ","Negative"
" udah baca rules barunya   cashbackan gue kalo  abis belanja online  berubah  points gitu x belanja   points points rupiah  aneh aja ","Negative"
" kak yuri  dm  mok ga dibales  ya  selesailsg  terupdate otomatis tp  lsg        pesananku diproses rg tgl gak sampe tolong bgt min ","Negative"
"udah jam mesti ngapain  min    ngantor  barang  dipake sore  gw  pembeli sampe bingung mesti gimana pusat resolusi ga menyelesaikan  mending kasih call center gitu kek biar langsung kelar tinggal kirim kurir   aja susahnya ","Negative"
"     gan  penjual pakai fitur pengalihan transaksi  alihkan  penjual   konfirmasi pembeli  kecewa tokopediacare","Negative"
" hi toped     pembayaran tagihan   cashback   dananya masuknya  point ya ","Negative"
" malam min  barang statusnya dikirim  nomor resi    ga  dilacak  gimana ya ","Negative"
" biji doank udah ganti kebijakan ya toped ","Negative"
"  redem gift voucher tokopedia ko voucher  hangus ya saldo  masuk  tokocash ovo","Negative"
" fitur ovo nya    ya   topup ovo  kucari tombol top up nggak  faq topup  kosong  halaman ovo      kusudah bahagia  ovo  bank terkait","Negative"
"  sedih  nungguin balesan admin tokopedia  pusat resolusi","Negative"
" gojek    order gosend barang   pickup   status   tujuan gimana  tolong dibantu min  nomor resinya gk ","Negative"
" tokocash gue berubah  ovo   ilang tokocash gw sue","Negative"
"pagi min  pembayaran kredit maf  gangguan  gmn min ","Negative"
"siang admin  bantu kirim otp via email   sy pake aplikasi topseller  login  aplikasi   kode otp no sy hangus  klo  aplikasi tersedia ganti no cmn saldo ga  transaksi x jam   transaksi  on proses ","Negative"
" jd skg cashback  masi kepending  blm aktivasi ovo ya  transaksi  selesai  takut cashbacknya hangus   blm  ovo   masuk kah   aktifkan ovo trs utk register ovo ckp dr tokped ato hrs dr ovo  ","Negative"
" maksudnya  saldo tokopedia gemana   langsung   saldobrekening  data norek  adakan ","Negative"
"   cairkan toko cash   gak  ya ","Negative"
"  dilaporin  polisi tuh   data     database tokopedia  nama alamat no telp norekning dll tokopedia bekerjasama dgn user yg dirugikan melaporkan kw polisi dgn lampiran data penjual biar toped tdk tercemar   penipu ","Negative"
" min toped sdh kerjasma dgn ovo ya utk pembayaran   aplikasi  gak nemu menunya    ","Negative"
" tolong  bantu     dm","Negative"
"  gimana kabarnya  sy gak dapet promonya ","Negative"
" resolusi      tercapai toppers     nih    pilih kebut  tercapai  santai santai aja tokopediacare","Negative"
" min tolong  selesaikan transaksi  pembeli   membatalkan komplain transaksi  selesai ","Negative"
" ga bs via dm  kendala jd via twit aja ya","Negative"
"tokopediacare aiem maaf  ketidaknyamanannya ya kak   cindy  membantu laporkan  kendala kakak  tim logistik  dibantu pengecekan       info terbaru   diinformasikan   pesan  thx","Negative"
"  mental   bayar ","Negative"
"toko cash sy rb  ga bs diapa in y ","Negative"
" nih  biar cashback  nambah  tunggu   tokopediacare tokopedia  jaga informasi pribadi  kode otp    menghindari penyalahgunaan data   manapun tokopediacareiteruskan  tim ","Negative"
"kode kode asmara  susah dimengerti beda cerita  kode promo tokopedia    hati tokopediacare pribadi  kode otp    menghindari penyalahgunaan data   manapun tokopediacare mulaiajadulu tokopedya ","Negative"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
" min pencairan saldo  bni ko  ya ","Negative"
"  beli pulsa   bayar via transfer manual   pembayarannya  terkonfirmasi  disuruh tunggu x jam transaksi  otomatis dibatalkan kerana batas pembayaran   jam sore  detail   info via dm","Negative"
"  pembayaran transfer  bank mandiri ga   sih ","Negative"
" min   hapus  menonaktifkan toko gimana ya ","Negative"
"  parah gara ga  tf  nomor virtual acc nya invalid   kena denda nih gimana sih  skg blm  ","Negative"
" mohon info transaksi   notif gagal bayar  uang  kemvali  rekening gimana ya","Negative"
" ios update terbaru tokopedia versi  baca   mention   akun tokped  aplikasi crash  bug nya parah sih update   kalo gak dibenerin  transaksi gagal deh kak rugi gede lho tokped ntar benerin gih   nanya doang ","Negative"
" saldo   berkurang otomatis gimana  ","Negative"
"   berat barang  aplikasi android  ya ","Negative"
" kak fitur peluang   muncul produk ya    maintanance ","Negative"
"  x jam  blm masuk ya cashbacknya    pake promo ","Negative"
"  gimana sih  bilang internal tokopedia  kebijakan bank  benner      pengembalian dana karna kesalahan penjual loh ya    dirugikan   tunggu barang  ditambah  ","Negative"
"     tokopedia melarang penjualan minuman keras ","Negative"
" rima kasih nggu konfirmasi operator    gangguan mohon dicek minivr xviii xi mohon  cek yaa annya sedih al yak eixo fl edukasitoppers tokopediacare","Negative"
" kalo  komputer pc   berjalan lancar kendala  memakai hp","Negative"
" dear better ga  kerja     paket yg dikirim via   telat  kacau balau  masukan ya dr customer mu yg dirugikan jne better pake ekspedisi  take down aja  from ur shipping list ","Negative"
"  gak  pake kupon   tuker pas shake shake tulisannya suruh update apps  dah update  gak  update   playstore versi ","Negative"
" kak tokped   kendala  ","Negative"
" jual reksadana  masukin saldo  rekening  cepet   banget hahahahaha  payah aja nih tokped","Negative"
"   nggak  pilihan kurir ","Negative"
" ivr xviii xi  ivr xviii x udah beda  lo tulisannya cuman transaksi  berhasil ","Negative"
"terima kasih  saldo tokopedia   terselesaikan   ku gak  kapok  belanja  tokopedia trus an resi  penjual  transaksimu  batal otomatis adatipsnyatoppers tokopediacareediacare mulaiajadulu tokopedya ","Negative"
" tokopedia tampilan web    yah knp ","Negative"
" min  pemesanan pesawat  email masuk kirim kode voucher  pemesanan   pas coba  pake  gabisa ya keterangannya invalid code","Negative"
" hallo  nomor telepon customer care  buruk     telepon     nada tunggu    start up   buruk   customer service nya complain  pesan bantuan  bales berjam jam ","Negative"
"  gitu  kumau belanja  beli pulsa gak  disatuin  pisah tau  admin indomaret mahal ","Negative"
"   nih trouble  server  kesalahan teknis   jelek ui  ux  app ","Negative"
" transaksi    hitung mundur  tanggal oktober jam kmrn ","Negative"
"min  kode promo gak  dipakai   berlaku november ","Negative"
" berhak membatalkan    menyalahi aturan   toped yg menerima kode koq  menyalahkan user ","Negative"
"    ga  konfirmasi transfer ya pas  konfirmasi     tanggal nominal dll keliatan   ga  error udah berkali kali coba   gagal ","Negative"
" tolong bantuan ya  tdk  byr utang   takut  terror dcva gk     yg wa kasih va  ngaku dr tokopedia    gak akti  nomor ","Negative"
" min  komplain td jam wib  bayar paket data via atm transfer mandiri tp transaksi gagal keterangannya pas  cek saldo saldonya udh kepotong tp paket datanya ngga masuk   app tokpednya statusnya menunggu pembayaran ","Negative"
"   resi yg  gagal konfirmasi  pengiriman barang mohon bantuannya","Negative"
" kendalanya  barang yg  beli  kw bootleg   diinfokan  penjual sbg ori    penjual penjual ok  retur barangnya ","Negative"
"dear tokopediacare mohon bantuannya perihal perasaan produk  pengawasan krna   menerima informasi apapu terkait   ","Negative"
" klo dr tiket pesawat sy yg rbn  kembalinya cm rb itumah  dr potongannya  lbh dr  yg ktnya biaya dr tokopediamya cm rb tlg   maunya kembalinya dana sesuai dgn yg diinfokan diawal  potongan rb biaya dr tokopediany","Negative"
" sya  belanja  forbidden   gak  belanja ","Negative"
"     limit cc   ","Negative"
" tolong kalo sms verifikasi tokopedia    spam banget lho sampe pesan  hape mama  btw ","Negative"
" tokopedia trash lol we been telepon  sms   ga  respon buang  orang tolong cek gk barang  dipick up  barang masik   ","Negative"
"     transaksi tokopedia   bantu ","Negative"
"   order  pilihkupon gratis ongkir     tertera   ya maksudnya gimana ","Negative"
"kebingungan   jagoan volte sinyal g ples full bar buka aja gak     merugikan batere krbuang  buka aplikasi  disaat hidup  simpel  dipersulit   gak  bikin simpel ","Negative"
" min  nanya  kebijakan refund tiket pesawat dikenakan  persen ya ","Negative"
" min    pembayaran  statusnya  menunggu pembayaraninvoice no mohon dicek ya","Negative"
" iya nih   maksa  ktp kesan nya  collect data pengguna   pelanggaran  nya wkt masukin kode promo lgsg gagal eh  bisaselesai bayar  blg pelanggaran kesan nya  nipu ","Negative"
"   pelanggaran seharus nya langsung  tolak min transaksi nya   beli   tolak  wkt bayar   tulis potensi cashback bla bla bla ","Negative"
" operator  proses   min   berlindung   menunggu konfirmasi operator   bank sdh realtime online buktinya ya  byr kartu kredit  toped  biaya bank yg dikenakan kpd user   proses bank yg sy blm tau ","Negative"
"  blm    min operator   dlm proses bayar kartu kredit  tokopedia   ya bank kah bank penerbit kartu  bank  eksekusi pembayaran ","Negative"
"  yg  ivr xviii x status nya msh menunggu konfirmasi operator      gagal bayar  min ","Negative"
" min dgn resi gk  kemarin siang statusnya pencarian driver  tolong   dibantu   request pickup jam ya terima kasih sy seller tokped","Negative"
"  gak salah pembayaran transfer x jam ya  bolak  cek dr tgl   perkiraan tgl   transfernya ","Negative"
" terima kasih udah  konfirmasi  bank mandiri well done tlg dibantu  mekalian  potong  ongkir pengembalian kun    kena tim fraud    beli  pakai akun  aja  anyi mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Negative"
" permisi   tolong  no trxinvoice r xctehzuekdibatalkan pdhl udh  kirim ","Negative"
"min  tolong  berat barang  tampilan aplikasi   penghitungan ongkir berdasarkan beratnya    beli grosir  sulit  ongkir  blm  bayar trims","Negative"
"    objektifitas   tokopedia  permasalahan   komplain invoice no   merchant   dirugikan  keputusan  tokopedia","Negative"
"    respon","Negative"
" min  udah transfer   token listrik   masuknya   statusnya msh menunggu pembayaran ","Negative"
" td  belanja ditoped to salah nulis alamat mohon dibantu dirubah alamatnya ya min","Negative"
"  runtutan informasi yg  putu  nampak pelaku  terdepan  memahami sistem keamanan    putu   memahami alur transaksi konsep keamanan       diperdebatkan ","Negative"
" kak  seller    pesanan statusnya  dibatalkan dananya  direfund  pelanggan   ya ditunggu jawabannya ","Negative"
" halo       recieve barang nya   penjual nya  belom  pembayaran  ya  bingung nomor invoice ","Negative"
"  nih  proses nya pembayaran cc    jatuh tempo","Negative"
" bingung sy   jam lbh msh tunggu konfirmasi yg kakak gmn  beres ","Negative"
"     salah masukin alamat  barang   proses   lakukan revisi alamat  pribadi  penjual   salah klik alamat mohon infonya ","Negative"
"dear cs paket sy blom sampe    kurir susah cari alamat  tlp  penerimanya data terlampir ","Negative"
"   keliru masukan no resi trxnya d ibatalkan tokoped gmna dptkandana sayasaya lampirkan ","Negative"
"min angsuran kredit mcf  gangguan ya ","Negative"
"  tlg ya kk brg yg salah dikirim blm dikembalikan  sy  dana sdh  terima tq","Negative"
" kk pembeli uda kirim barangnya  sy lampirkan bukti resi  sy uda gnti jg biaya ongkirnya ","Negative"
" coba cek toko ponsel jakarta  barusan  coba menipu  ","Negative"
" hi    reschedule tiket kereta     update krn  dpt sms  jam kepulangan yg   yg sdh  reschedule kode  dm ya","Negative"
"    beli pulsa  tokocash  belom masuk yah","Negative"
"salah beli voucer itunes  yg rupiah  dollar gmn solusinya karna ga  direedem ","Negative"
" admin   no transaksi  pym xviii x  gagal checkout   terbentuk invoice  kartu kredit   terdebet  bank bilang dana   tokopedia     mohon dibalas thx","Negative"
" hai mohon  pencerahan pemakaian aplikasi tokopedia   update  pilih kurir jne penjual  kirim j t yah kadang pemilihan kurir    tampilkan  harga ongkos pengiriman   fikir pakai jne  pakai j t ","Negative"
" min  lihat detail transaksi gmn yah  beli tiket takut salah tanggal","Negative"
" kesal tp the show must go on   dpt penjualan  ajaibnya besok produk sy yg dijual  dihapus  hahaha mainan   alasannya  pelanggaran merk cs  bertingkah lg ala robot cc nuhun kecewatokopedia tokopedia","Negative"
"    tulis surat pembaca  sy boost post  fb sampe dibaca jutaan orang  klean munculin produk  yg dihapus tokopedia kecewatokopedia","Negative"
"   pembayaran via transfer   ya konfirmasi nya","Negative"
"   masuk  aplikasi  pilih   bayar pascabayar   masuk  tampilan tokopedia web mobile  harua sign in  browser  app     ","Negative"
" versi terbaru  internet  normal   delete aplikasinya download      versi  terbaru     muncul ","Negative"
" tumben  proses konfirmasi pembayaran    menit  cepet gak sampe menit","Negative"
"tolong  salah memasukan email   jual reksadana dananya masuk  account    diblokir  tokopedia","Negative"
" ya kali min token listrik nunggu x jam udah keburu mati listriknya  jam lbh   lakukan pembelian please help ","Negative"
"  kerjasama  tokopedia  gojek  layanan kurir   driver mempersulit customer ","Negative"
"  pesan barang   dikirim  gojek  dr kmaren  dikirim  toko libur   pekan     kali gojek cancel  pengiriman   driver   tambahan biaya ribu   butuh ","Negative"
" malam admin mohon bantuaany   belanja  tgl oktb  info   barang  preorder   mengajukan pembatalan mohon infonya  dana    rek    ingen   thx","Negative"
"  ya  kode booking  barcode kode booking   ","Negative"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
" biasnya klosudah payment tdk  dibatalkan ka","Negative"
"      menunggu","Negative"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
" hai   trouble kah  beli paket data  uang    saldo  ditransfer   kali coba via bca vir acc  via saldo toped langsung thanks ","Negative"
"   samaa x coba  kartu  beda gagal ","Negative"
" pelayanan toped  buruk kalo komplain  aplikasi  karna ga  dibaca orang laen ya kembalikan duit  woii penipu","Negative"
"amin rt  tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
"   info  pengembalian dana yg dikembalikan  mncvision  tokopedia min transaksi  dinyatakan gagal  mncvision  dana dikembalikan  tokopedia ","Negative"
"  transfer pembayaran  nominal   solusinya gimana ya  dana   ","Negative"
"  transaksi beli token listrik  ga  yah ket  kesalahan mohon coba  gitu","Negative"
" oke terima kasih  ri  x transaksi gagal  lg  kode promo ditolak td pagi scholarship yuk cek info selengkapnya   tokopediaCtoppers tokopediacare","Negative"
" telat respon lu  buruk dah beres  kemarin  sukses trus scholarship yuk cek info selengkapnya   tokopediaCtoppers tokopediacare","Negative"
" pagi min sy  sj trx tiket kereta  bayar   salah tgl   batal  ganti  thx info min","Negative"
"  tokopedia gimana sih gua mo beli barang pake cicilan bni trus   password yaudah gua masukin deh password kredit gua eh  salah ampe x gua cek  atm passnya bnr      password  password kartu ato  gajelas ","Negative"
" dm lu  dah ga  dm  ","Negative"
"dear tempo   beli pulsa  saldo tokocash sayangnya saldo terpotong  pulsanya nggak masuk  tolong dibantu penyelesaiannya senin  nggak  sih maaf ganggu malam minggunya ya thanks luv","Negative"
"hai   menambah produk  toko   klik simpan  setelahnya  loading ya  menit  menunggu koneksi  normal fyi terima kasih  ","Negative"
" min  beli pulsa dibilang transaksi gagal   diproses  saldo  terpotong  ulang x  saldo terpotong  pulsa  masuk ","Negative"
"  berusaha kontak cust care   membalas   dpt email  tiket   ditutup  coba  lg     bgmn transaksi   selesai otomatis okt jam    perpanjangan  tks","Negative"
" kalo desktop sih gak bermasalah   apps nya aja nih yg bermasalah ","Negative"
"  return barang udah masukkin nomor resi  statusnya  menunggu pembeli memasukkan nomor resi   batas  komplain dibatalkan  transaksi dianggap selesai ","Negative"
" ups sdh  lakukan  bantuan   yg salah mohon penjelasan detail  nya","Negative"
" malem min sy  nanya  saldo hasil penjualan   ditarik   hangus   saldo  diconvert  tokocash ","Negative"
"min tolong diganti dunk driver nya dng resi  driver nya lg malas  telponin  ga diangkat ","Negative"
" min nanya   kmrn pesen barang  salah  toko  tokopedia   pagi   ditelpon  tokonya  kode masuk    bersamaan  sms kode masuk  tokopedia ya  enaknya gimana min kode masuknya ga  infoin   sih","Negative"
"   ya min   gabisa beli pulsa ","Negative"
"   fitur  dihilangkan  tinggal  masuk  proses ribet   ","Negative"
"   smsnya ga masuk masuk kecual buka tokopedia via website  pengaturan aplikasinya  diijinkan   kirim sms  nomor hape ","Negative"
"  ya mim  bayar tp dibatalkan oles tokopedia   blm lunas","Negative"
" min belanja hr jumat   bayar trs sabtu dikirimin email klo pembayaran dibatalkan d suruh hub kontak  tp ga bs dibuka mim ","Negative"
" utk proses pengajuan pembatalan brp   seller tdk  respon stlh pembayarn  verifikasi","Negative"
" sy  tarik dana  tokped tp gagal  password udh sy ganti tp  tetep gagal tlng  bantu tks ","Negative"
"     banned tolong buka   donk toko   gk jual produk terlarang ","Negative"
" ngga dikasih oke  ganti   transaksi gmn ya  dikirim barang rusak repot ","Negative"
"  indikasi penipuan min sodara  beli ipad seken  si  kode gitu ","Negative"
